timestamp,elapsed_s,shoulder_pan_deg,shoulder_pan_rad,shoulder_lift_deg,shoulder_lift_rad,elbow_flex_deg,elbow_flex_rad,wrist_flex_deg,wrist_flex_rad,wrist_roll_deg,wrist_roll_rad,gripper_deg,gripper_rad
2026-07-22 11:24:33.419,1.901,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.452,1.934,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.486,1.968,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.519,2.001,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.551,2.034,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.585,2.068,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.621,2.101,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.656,2.135,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.689,2.169,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.721,2.201,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
2026-07-22 11:24:33.753,2.234,176.57,3.081767,179.91,3.140059,180.26,3.146195,179.82,3.138525,174.46,3.044952,180.44,3.149263
